,BaseLoad,P_EV,P_HP,P_WB
2024-01-03 11:30:00,1.3423759397255879,0.0,0.0,0.4
2024-01-03 11:45:00,0.9255876902340763,0.0,0.0,1.4
2024-01-03 12:00:00,0.17128553068624763,0.0,0.0,0.0
2024-01-03 12:15:00,0.38088553068624764,0.0,0.0,1.4
2024-01-03 12:30:00,1.2442,0.0,0.0,0.6
2024-01-03 12:45:00,0.172,0.0,0.0,0.0
2024-01-03 13:00:00,0.1860133333333333,0.0,0.0,0.0
2024-01-03 13:15:00,0.12530666666666665,0.0,0.0,0.8
2024-01-03 13:30:00,0.2062884245489981,2.8,0.0,0.4
2024-01-03 13:45:00,0.427918864019581,7.0,0.0,2.0
2024-01-03 14:00:00,0.5292521973529143,7.0,0.0,0.2
2024-01-03 14:15:00,0.3772521973529143,7.0,0.0,1.4
2024-01-03 14:30:00,0.2666521973529143,7.0,0.0,1.6
2024-01-03 14:45:00,0.7390521973529143,7.0,0.0,0.0
2024-01-03 15:00:00,0.6081502791607823,7.0,0.0,1.8
2024-01-03 15:15:00,0.6814481011373669,7.0,0.0,0.6
2024-01-03 15:30:00,1.2216321669216716,2.8,0.0,2.0
2024-01-03 15:45:00,2.712675939725588,0.0,0.0,0.0
2024-01-03 16:00:00,1.482809273058921,0.0,0.0,2.2
2024-01-03 16:15:00,0.7508759397255879,0.0,0.0,3.0
2024-01-03 16:30:00,0.4407816943019837,0.0,0.0,3.0
2024-01-03 16:45:00,0.5614411414903115,0.0,0.0,3.0
2024-01-03 17:00:00,0.5418570757060068,0.0,0.0,3.0
2024-01-03 17:15:00,0.6305237423726735,0.0,0.0,1.4
2024-01-03 17:30:00,0.5541770757060068,0.0,1.6,0.0
2024-01-03 17:45:00,0.8466341818432563,0.0,1.6,0.4
2024-01-03 18:00:00,0.3833426063922545,0.0,0.0,2.2
2024-01-03 18:15:00,0.8841426063922545,0.0,0.0,1.6
2024-01-03 18:30:00,0.3556759397255878,0.0,0.0,3.0
2024-01-03 18:45:00,0.5410759397255878,0.0,0.0,2.0
2024-01-03 19:00:00,1.330009273058921,0.0,0.0,1.6
