,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 19:00:00,0.001,0.001,0.001,0.6961759397255879,0.0,0.3333333333333333
2024-01-01 19:15:00,0.001,0.001,0.001,0.2163759397255878,0.0,0.3333333333333333
2024-01-01 19:30:00,0.001,0.001,0.001,0.28090927305892116,0.0,0.0
2024-01-01 19:45:00,0.001,0.001,0.001,0.37002914038833307,0.0,0.3333333333333333
2024-01-01 20:00:00,0.001,0.001,0.001,0.358916945827449,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.001,0.2163759397255878,0.0,0.3333333333333333
2024-01-01 20:30:00,0.001,0.001,0.001,0.16090927305892114,0.0,1.0
2024-01-01 20:45:00,0.001,0.001,0.001,0.33104260639225447,0.0,0.3333333333333333
2024-01-01 21:00:00,0.001,0.001,0.001,0.3713759397255878,0.0,0.0
2024-01-01 21:15:00,0.001,0.001,0.001,0.42414810113736684,0.0,0.0
2024-01-01 21:30:00,0.001,0.001,0.001,0.4767092730589211,0.0,0.3333333333333333
2024-01-01 21:45:00,0.001,0.001,0.001,0.3503759397255878,0.0,0.0
2024-01-01 22:00:00,0.001,0.001,0.001,0.3019759397255878,0.0,0.0
2024-01-01 22:15:00,0.001,0.001,0.001,0.23113661046016193,0.0,0.3333333333333333
2024-01-01 22:30:00,0.001,0.001,0.001,0.35664553068624755,0.0,0.3333333333333333
2024-01-01 22:45:00,0.001,0.001,0.001,0.5769421052052743,0.0,1.3333333333333333
2024-01-01 23:00:00,0.001,0.001,0.001,0.5811904090393402,0.0,0.3333333333333333
2024-01-01 23:15:00,0.001,0.001,0.001,0.4545237423726735,0.0,1.0
2024-01-01 23:30:00,0.001,0.001,0.001,0.3657904090393402,0.0,1.3333333333333333
2024-01-01 23:45:00,0.001,0.001,0.001,0.24072374237267352,0.0,0.3333333333333333
