,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 19:30:00,0.7920347860576631,1.9501333333333333,0.001,1.8790759397255878,0.6
2024-01-01 19:45:00,0.7920347860576631,1.2004666666666666,0.001,2.6979426063922545,0.2
2024-01-01 20:00:00,0.7920347860576631,0.4508,0.001,0.9741426063922545,0.0
2024-01-01 20:15:00,0.7920347860576631,0.0002,0.001,0.4350092730589212,0.4
2024-01-01 20:30:00,0.1064713048076884,0.0,0.001,0.5020759397255878,0.0
2024-01-01 20:45:00,0.001,0.0,0.001,0.9084759397255878,0.8
2024-01-01 21:00:00,0.001,0.0,0.001,0.440891873941283,1.0
2024-01-01 21:15:00,0.001,0.0,0.001,0.5274550607844221,1.8
2024-01-01 21:30:00,0.001,0.0,0.001,0.9084759397255878,0.0
2024-01-01 21:45:00,0.001,0.0,0.001,0.3500759397255878,0.2
2024-01-01 22:00:00,0.001,0.0,0.001,0.4007426063922545,0.2
2024-01-01 22:15:00,0.001,0.0,0.001,0.47674260639225446,1.6
2024-01-01 22:30:00,0.001,0.0,0.001,0.32483418184325635,0.2
2024-01-01 22:45:00,0.001,0.0,0.001,0.49786898007853253,0.0
2024-01-01 23:00:00,0.001,0.0,0.001,0.5147426063922544,0.6
2024-01-01 23:15:00,0.001,0.0,0.001,0.3509426063922545,1.4
2024-01-01 23:30:00,0.001,0.0,0.001,0.36307593972558777,0.2
2024-01-01 23:45:00,0.001,0.0,0.001,0.41649593972558774,0.8
