,WasherDryer,TumbleDryer,BaseLoad,P_EV,P_WB
2024-01-01 08:30:00,0.001,0.001,0.05,0.0,3.0
2024-01-01 08:45:00,0.001,0.001,0.058133333333333335,0.0,3.0
2024-01-01 09:00:00,0.001,0.001,0.2968266666666667,0.0,3.0
2024-01-01 09:15:00,0.001,0.001,0.2894933333333333,0.0,3.0
2024-01-01 09:30:00,0.001,0.001,0.9334666666666667,0.0,3.0
2024-01-01 09:45:00,0.001,0.001,2.306,0.0,3.0
2024-01-01 10:00:00,0.3701495668269094,0.001,1.0732666666666666,0.0,3.0
2024-01-01 10:15:00,0.7920347860576631,0.001,0.184,0.0,3.0
2024-01-01 10:30:00,0.7920347860576631,0.001,0.19326666666666667,0.0,0.2
2024-01-01 10:45:00,0.7920347860576631,0.001,0.16,0.0,2.0
2024-01-01 11:00:00,0.7920347860576631,0.001,0.05733333333333334,0.0,0.6
2024-01-01 11:15:00,0.7920347860576631,0.001,0.05,0.0,0.0
2024-01-01 11:30:00,0.7920347860576631,0.001,0.4498,0.0,0.0
2024-01-01 11:45:00,0.7920347860576631,0.001,0.05,0.0,0.0
2024-01-01 12:00:00,0.7920347860576631,0.001,0.06103549288116193,0.0,0.0
2024-01-01 12:15:00,0.7920347860576631,0.001,0.19183564674519926,0.0,0.0
2024-01-01 12:30:00,0.7920347860576631,0.001,0.14470927305892115,0.0,1.2
2024-01-01 12:45:00,0.7920347860576631,0.001,0.09337593972558782,0.0,1.2
2024-01-01 13:00:00,0.7920347860576631,0.001,0.09101119125105311,0.0,0.0
2024-01-01 13:15:00,0.21194260961537684,0.001,0.2662883941177554,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.30382374237267357,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.40315707570600684,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.5211570757060069,0.4666666666666667,0.0
2024-01-01 14:15:00,0.001,0.001,0.32095707570600684,7.0,2.8
2024-01-01 14:30:00,0.001,0.001,0.21609040903934018,7.0,1.2
2024-01-01 14:45:00,0.001,0.001,0.22415707570600685,7.0,0.0
2024-01-01 15:00:00,0.001,0.001,0.6796237423726735,7.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.3129726625987592,0.9333333333333333,0.0
2024-01-01 15:30:00,0.001,0.001,0.9238000000000001,0.0,0.6
2024-01-01 15:45:00,0.001,0.001,0.4433333333333333,0.0,3.0
2024-01-01 16:00:00,0.001,0.001,0.4592333333333334,0.0,0.8
2024-01-01 16:15:00,0.001,0.001,1.816771611392137,0.0,0.0
2024-01-01 16:30:00,0.001,0.001,0.44398553068624763,0.0,0.0
2024-01-01 16:45:00,0.001,0.001,0.33825219735291434,0.0,1.2
2024-01-01 17:00:00,0.001,0.001,0.418918864019581,0.0,1.4
2024-01-01 17:15:00,0.001,0.001,0.41158553068624765,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.42062435876469334,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.2229,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.3197,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.3197,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.48356666666666664,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,0.7137437728039162,0.0,0.0
2024-01-01 19:00:00,0.001,0.001,0.4423855306862477,0.0,0.0
2024-01-01 19:15:00,0.001,0.001,0.4631934448104722,0.0,2.2
2024-01-01 19:30:00,0.001,0.001,0.576809273058921,0.0,0.2
2024-01-01 19:45:00,0.001,0.001,0.5930759397255879,0.0,2.0
2024-01-01 20:00:00,0.001,0.001,0.5587057932353935,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.6263078081569783,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.6444092730589212,0.0,0.0
2024-01-01 20:45:00,0.001,0.001,0.6813959397255879,0.0,0.0
2024-01-01 21:00:00,0.001,0.001,1.035675939725588,0.0,0.0
2024-01-01 21:15:00,0.001,0.001,0.9904426063922546,0.0,2.8
2024-01-01 21:30:00,0.001,0.001,0.5026092730589211,0.0,0.0
2024-01-01 21:45:00,0.001,0.001,0.6493778579177198,0.0,2.4
2024-01-01 22:00:00,0.001,0.001,0.6765855306862477,0.0,1.0
2024-01-01 22:15:00,0.001,0.001,0.5907111912510531,0.0,2.8
2024-01-01 22:30:00,0.001,0.001,0.9972092730589212,0.0,2.6
2024-01-01 22:45:00,0.001,0.001,0.5334759397255878,0.0,0.6
2024-01-01 23:00:00,0.001,0.001,2.4788620204314773,0.0,0.0
2024-01-01 23:15:00,0.001,0.001,2.135275939725588,0.0,0.0
2024-01-01 23:30:00,0.001,0.001,1.0383934448104721,0.0,2.2
2024-01-01 23:45:00,0.001,0.001,0.6176797761098517,0.0,3.0
