,WasherDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-02 04:45:00,0.001,0.001,0.15333333333333332,0.0,1.4666666666666666,0.0
2024-01-02 05:00:00,0.001,0.001,0.242,0.0,0.0,0.0
2024-01-02 05:15:00,0.001,0.001,0.09173333333333332,4.4,0.0,0.0
2024-01-02 05:30:00,0.001,0.001,0.5980666666666666,9.533333333333333,0.0,0.0
2024-01-02 05:45:00,0.001,0.001,0.065,0.0,0.0,1.3333333333333333
2024-01-02 06:00:00,0.001,0.001,0.255,0.0,0.0,1.3333333333333333
2024-01-02 06:15:00,0.001,0.001,0.259,0.0,0.0,0.0
2024-01-02 06:30:00,0.001,0.001,0.14066666666666666,0.0,0.0,0.0
2024-01-02 06:45:00,0.001,0.001,0.052,0.0,0.0,1.3333333333333333
2024-01-02 07:00:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-02 07:15:00,0.001,0.001,0.09780000000000001,0.0,0.0,3.6666666666666665
2024-01-02 07:30:00,0.001,0.001,0.369,0.0,0.0,5.0
2024-01-02 07:45:00,0.001,0.001,0.20433333333333334,0.0,0.0,5.0
2024-01-02 08:00:00,0.001,0.001,0.065,0.0,0.0,5.0
2024-01-02 08:15:00,0.001,0.001,0.061533333333333336,0.0,0.0,5.0
2024-01-02 08:30:00,0.001,0.001,0.052,0.0,0.0,1.3333333333333333
2024-01-02 08:45:00,0.001,0.001,0.21666666666666667,0.0,0.0,0.0
2024-01-02 09:00:00,0.001,0.001,0.3686666666666667,11.0,0.0,1.0
2024-01-02 09:15:00,0.001,0.001,0.052,2.2,0.0,0.0
2024-01-02 09:30:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-02 09:45:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-02 10:00:00,0.001,0.001,0.09,0.0,0.0,0.0
2024-01-02 10:15:00,0.001,0.001,0.356,0.0,0.26666666666666666,0.0
2024-01-02 10:30:00,0.001,0.001,0.1948,0.0,2.0,1.0
2024-01-02 10:45:00,0.001,0.001,0.065,0.0,0.6666666666666666,0.0
2024-01-02 11:00:00,0.001,0.001,0.065,0.0,0.0,1.3333333333333333
2024-01-02 11:15:00,0.001,0.001,0.065,0.0,0.0,0.0
2024-01-02 11:30:00,0.001,0.001,0.23973333333333333,0.0,0.0,0.0
2024-01-02 11:45:00,0.001,0.001,0.30533333333333335,7.333333333333333,0.0,0.0
2024-01-02 12:00:00,0.001,0.001,0.10266666666666667,0.0,0.0,1.0
2024-01-02 12:15:00,0.001,0.001,0.052,0.0,0.0,0.3333333333333333
2024-01-02 12:30:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-02 12:45:00,0.001,0.001,0.17866666666666664,0.0,0.0,0.6666666666666666
2024-01-02 13:00:00,0.001,0.001,0.20400000000000001,0.0,0.0,0.3333333333333333
2024-01-02 13:15:00,0.001,0.001,0.2441034798235276,0.0,0.0,0.0
2024-01-02 13:30:00,0.001,0.001,0.09621886401958096,0.0,0.0,0.0
2024-01-02 13:45:00,0.001,0.001,0.0835521973529143,0.0,0.0,0.0
2024-01-02 14:00:00,0.001,0.001,0.813618864019581,0.0,0.0,0.0
2024-01-02 14:15:00,0.001,0.001,0.3945521973529143,0.0,0.0,1.6666666666666667
2024-01-02 14:30:00,0.001,0.001,0.255218864019581,0.0,0.0,2.3333333333333335
2024-01-02 14:45:00,0.001,0.001,0.3671153841960534,0.0,0.0,0.0
2024-01-02 15:00:00,0.001,0.001,0.15686666666666665,0.0,0.0,0.3333333333333333
2024-01-02 15:15:00,0.001,0.001,0.07733333333333332,0.0,0.0,2.0
2024-01-02 15:30:00,0.001,0.001,0.242,0.0,0.0,1.0
2024-01-02 15:45:00,0.001,0.001,0.11533333333333333,6.6,0.0,0.6666666666666666
2024-01-02 16:00:00,0.001,0.001,0.128,1.4666666666666666,0.0,1.3333333333333333
2024-01-02 16:15:00,0.001,0.001,0.17866666666666664,0.0,0.0,1.6666666666666667
2024-01-02 16:30:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-02 16:45:00,0.001,0.001,0.21666666666666667,0.0,0.13333333333333333,0.0
2024-01-02 17:00:00,0.001,0.001,0.16599999999999998,0.0,2.0,0.0
2024-01-02 17:15:00,0.001,0.001,0.052,3.6666666666666665,0.8,0.6666666666666666
2024-01-02 17:30:00,0.001,0.001,0.25432,0.0,0.0,2.0
2024-01-02 17:45:00,0.001,0.001,0.14066666666666666,0.0,0.0,0.0
2024-01-02 18:00:00,0.001,0.001,0.1712,0.0,0.0,0.0
2024-01-02 18:15:00,0.001,0.001,0.22966666666666669,0.0,0.0,0.0
2024-01-02 18:30:00,0.001,0.001,0.5212666666666668,0.0,0.0,2.3333333333333335
2024-01-02 18:45:00,0.001,0.001,0.18426666666666666,0.0,0.0,0.6666666666666666
2024-01-02 19:00:00,0.001,0.001,0.325,0.0,0.0,2.3333333333333335
2024-01-02 19:15:00,0.001,0.001,0.6868,0.0,0.0,1.0
2024-01-02 19:30:00,0.001,0.001,0.368517746440581,0.0,0.0,0.6666666666666666
2024-01-02 19:45:00,0.001,0.001,0.18420084850992302,0.0,0.0,0.0
2024-01-02 20:00:00,0.001,0.001,0.2163759397255878,0.0,0.0,2.0
2024-01-02 20:15:00,0.001,0.001,0.2163759397255878,0.0,0.0,0.0
2024-01-02 20:30:00,0.001,0.001,0.41904260639225444,0.0,0.0,0.0
2024-01-02 20:45:00,0.001,0.001,0.40800711351109253,0.0,0.0,0.0
2024-01-02 21:00:00,0.001,0.001,0.22759798507841525,0.0,0.0,0.0
2024-01-02 21:15:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-02 21:30:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-02 21:45:00,0.001,0.001,0.09,0.0,0.0,0.0
2024-01-02 22:00:00,0.001,0.001,0.3686666666666667,0.0,0.0,0.0
2024-01-02 22:15:00,0.001,0.001,0.17866666666666664,0.0,0.0,0.0
2024-01-02 22:30:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-02 22:45:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-02 23:00:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-02 23:15:00,0.001,0.001,0.22933333333333333,0.0,0.0,0.0
2024-01-02 23:30:00,0.001,0.001,0.356,0.0,0.0,0.0
2024-01-02 23:45:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 00:00:00,0.001,0.001,0.052,0.0,0.0,1.0
2024-01-03 00:15:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 00:30:00,0.001,0.001,0.10266666666666667,0.0,0.0,0.0
2024-01-03 00:45:00,0.001,0.001,0.356,0.0,0.0,1.0
2024-01-03 01:00:00,0.001,0.001,0.17866666666666664,0.0,0.0,1.6666666666666667
2024-01-03 01:15:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 01:30:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 01:45:00,0.001,0.001,0.052,0.0,0.0,2.6666666666666665
2024-01-03 02:00:00,0.001,0.001,0.242,0.0,0.0,2.0
2024-01-03 02:15:00,0.001,0.001,0.29266666666666663,0.0,0.0,1.6666666666666667
2024-01-03 02:30:00,0.001,0.001,0.10266666666666667,0.0,0.0,0.0
2024-01-03 02:45:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 03:00:00,0.001,0.001,0.052,0.0,0.0,1.0
2024-01-03 03:15:00,0.001,0.001,0.19133333333333333,0.0,0.0,1.0
2024-01-03 03:30:00,0.001,0.001,0.19133333333333333,0.0,0.0,0.3333333333333333
2024-01-03 03:45:00,0.001,0.001,0.242,0.0,0.0,0.0
2024-01-03 04:00:00,0.001,0.001,0.06466666666666666,0.0,0.0,0.6666666666666666
2024-01-03 04:15:00,0.001,0.001,0.052,0.0,1.7333333333333334,2.6666666666666665
2024-01-03 04:30:00,0.001,0.001,0.14066666666666666,6.6,2.0,1.0
2024-01-03 04:45:00,0.001,0.001,0.242,6.6,1.2,1.3333333333333333
2024-01-03 05:00:00,0.001,0.001,0.09,0.0,0.0,0.0
2024-01-03 05:15:00,0.001,0.001,0.21666666666666667,0.0,0.0,0.0
2024-01-03 05:30:00,0.001,0.001,0.4518000000000001,0.0,0.0,0.0
2024-01-03 05:45:00,0.001,0.001,0.09,0.0,0.0,1.3333333333333333
2024-01-03 06:00:00,0.001,0.001,0.7750666666666668,0.0,0.0,0.0
2024-01-03 06:15:00,0.001,0.001,0.10266666666666667,0.0,0.0,0.0
2024-01-03 06:30:00,0.001,0.001,0.5277999999999999,0.0,0.0,0.0
2024-01-03 06:45:00,0.001,0.001,0.17866666666666664,0.0,0.0,0.0
2024-01-03 07:00:00,0.001,0.001,0.0764,0.0,0.0,1.3333333333333333
2024-01-03 07:15:00,0.001,0.001,0.35133333333333333,0.0,0.0,2.3333333333333335
2024-01-03 07:30:00,0.001,0.001,0.2753333333333333,0.0,0.0,5.0
2024-01-03 07:45:00,0.001,0.001,0.174,0.0,0.0,5.0
2024-01-03 08:00:00,0.001,0.001,0.8048000000000001,0.0,0.0,5.0
2024-01-03 08:15:00,0.001,0.001,0.14066666666666666,0.0,0.0,1.0
2024-01-03 08:30:00,0.001,0.001,0.17866666666666664,0.0,0.0,0.3333333333333333
2024-01-03 08:45:00,0.001,0.001,0.20400000000000001,0.0,0.0,2.3333333333333335
2024-01-03 09:00:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 09:15:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 09:30:00,0.001,0.001,0.20400000000000001,0.0,0.0,0.0
2024-01-03 09:45:00,0.001,0.001,0.17866666666666664,0.0,0.0,0.0
2024-01-03 10:00:00,0.001,0.001,0.242,0.0,0.0,0.0
2024-01-03 10:15:00,0.001,0.001,0.06466666666666666,0.0,0.0,0.0
2024-01-03 10:30:00,0.001,0.001,0.052,2.2,0.0,1.0
2024-01-03 10:45:00,0.001,0.001,0.052,11.0,0.26666666666666666,0.0
2024-01-03 11:00:00,0.001,0.001,0.2673333333333333,11.0,2.0,0.0
2024-01-03 11:15:00,0.001,0.001,0.25466666666666665,2.2,0.6666666666666666,0.0
2024-01-03 11:30:00,0.001,0.001,0.11533333333333333,0.0,0.0,0.0
2024-01-03 11:45:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 12:00:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 12:15:00,0.001,0.001,0.09,0.0,0.0,0.0
2024-01-03 12:30:00,0.001,0.001,0.3813333333333333,0.0,0.0,0.0
2024-01-03 12:45:00,0.001,0.001,0.16599999999999998,0.0,0.0,0.0
2024-01-03 13:00:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 13:15:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 13:30:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 13:45:00,0.001,0.001,0.242,0.0,0.0,0.6666666666666666
2024-01-03 14:00:00,0.001,0.001,0.3433333333333334,0.0,0.0,0.3333333333333333
2024-01-03 14:15:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 14:30:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 14:45:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 15:00:00,0.001,0.001,0.11533333333333333,0.0,0.0,0.0
2024-01-03 15:15:00,0.001,0.001,0.356,0.0,0.0,0.0
2024-01-03 15:30:00,0.001,0.001,0.16599999999999998,0.0,0.0,0.0
2024-01-03 15:45:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-03 16:00:00,0.001,0.001,0.5850666666666666,0.0,0.0,0.0
2024-01-03 16:15:00,0.001,0.001,0.06466666666666666,0.0,0.0,0.0
2024-01-03 16:30:00,0.001,0.001,0.6418,0.0,0.0,1.6666666666666667
2024-01-03 16:45:00,0.001,0.001,0.28,0.0,0.0,2.0
2024-01-03 17:00:00,0.001,0.001,0.20908,2.2,0.0,0.3333333333333333
2024-01-03 17:15:00,0.001,0.001,0.19847866776864515,2.2,0.8,1.3333333333333333
2024-01-03 17:30:00,0.001,0.001,0.2310759397255878,0.0,2.0,0.0
2024-01-03 17:45:00,0.001,0.001,1.0290759397255878,0.0,0.13333333333333333,0.0
2024-01-03 18:00:00,0.001,0.001,0.4787426063922544,0.0,0.0,0.0
2024-01-03 18:15:00,0.001,0.001,0.5420759397255878,0.0,0.0,0.0
2024-01-03 18:30:00,0.001,0.001,0.33319040903934016,0.0,0.0,0.6666666666666666
2024-01-03 18:45:00,0.001,0.001,0.27800983231635645,0.0,0.0,2.0
2024-01-03 19:00:00,0.001,0.001,0.36163333333333336,0.0,0.0,0.0
2024-01-03 19:15:00,0.001,0.001,0.5592333333333334,0.0,0.0,1.6666666666666667
2024-01-03 19:30:00,0.001,0.001,0.4687,0.0,0.0,0.3333333333333333
2024-01-03 19:45:00,0.001,0.001,0.6023000000000001,0.0,0.0,1.3333333333333333
2024-01-03 20:00:00,0.001,0.23432020964825145,0.4484294969490694,0.0,0.0,0.0
2024-01-03 20:15:00,0.001,0.7039212343379038,0.48957707570600684,0.0,0.0,2.0
2024-01-03 20:30:00,0.001,0.34459935945807013,0.40252374237267347,0.0,0.0,0.0
2024-01-03 20:45:00,0.001,0.17055433073639628,0.7767237423726736,0.0,0.0,0.6666666666666666
2024-01-03 21:00:00,0.001,0.6931757513099117,1.7665237423726734,0.0,0.0,1.0
2024-01-03 21:15:00,0.001,1.1064459872400179,1.8124609120902708,0.0,0.0,2.6666666666666665
2024-01-03 21:30:00,0.001,0.08670669606343534,0.5347040777399605,0.0,0.0,0.0
2024-01-03 21:45:00,0.001,0.16148062471651628,0.6455237423726735,0.0,0.0,0.0
2024-01-03 22:00:00,0.001,0.4466169173542534,0.5441904090393401,0.0,0.0,0.0
2024-01-03 22:15:00,0.001,0.6702829062716366,0.32632374237267353,0.0,0.0,0.0
2024-01-03 22:30:00,0.001,0.001,0.35410374237267356,0.0,0.0,1.3333333333333333
2024-01-03 22:45:00,0.001,0.001,0.31062122626410854,0.0,0.0,1.3333333333333333
2024-01-03 23:00:00,0.001,0.001,0.4658855306862476,0.0,0.0,0.0
2024-01-03 23:15:00,0.001,0.001,0.4658855306862476,0.0,0.0,0.0
2024-01-03 23:30:00,0.001,0.001,0.20455219735291433,0.0,0.0,1.3333333333333333
2024-01-03 23:45:00,0.001,0.001,0.20455219735291433,0.0,0.0,0.0
2024-01-04 00:00:00,0.001,0.001,0.29201886401958094,0.0,0.0,0.0
2024-01-04 00:15:00,0.001,0.001,0.19133333333333333,0.0,0.0,0.0
2024-01-04 00:30:00,0.001,0.001,0.25006666666666666,0.0,0.0,1.0
2024-01-04 00:45:00,0.001,0.001,0.173,0.0,0.0,1.3333333333333333
2024-01-04 01:00:00,0.001,0.001,0.173,0.0,0.0,0.0
2024-01-04 01:15:00,0.001,0.001,0.173,0.0,0.0,0.0
2024-01-04 01:30:00,0.001,0.001,0.40099999999999997,0.0,0.0,3.0
2024-01-04 01:45:00,0.001,0.001,0.31920000000000004,0.0,0.0,0.0
2024-01-04 02:00:00,0.001,0.001,0.10266666666666667,0.0,0.0,0.0
2024-01-04 02:15:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-04 02:30:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-04 02:45:00,0.001,0.001,0.09,0.0,0.0,1.6666666666666667
2024-01-04 03:00:00,0.001,0.001,0.394,0.0,0.0,0.0
2024-01-04 03:15:00,0.001,0.001,0.15333333333333332,0.0,0.0,1.3333333333333333
2024-01-04 03:30:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-04 03:45:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-04 04:00:00,0.001,0.001,0.052,0.0,1.3333333333333333,0.0
2024-01-04 04:15:00,0.001,0.001,0.25466666666666665,0.0,2.0,0.0
2024-01-04 04:30:00,0.001,0.001,0.33066666666666666,0.0,1.6,0.0
2024-01-04 04:45:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-04 05:00:00,0.001,0.001,0.052,8.066666666666666,0.0,0.0
2024-01-04 05:15:00,0.001,0.001,0.052,11.0,0.0,1.0
2024-01-04 05:30:00,0.001,0.001,0.5277999999999999,1.4666666666666666,0.0,0.0
2024-01-04 05:45:00,0.001,0.001,0.356,0.0,0.0,0.0
2024-01-04 06:00:00,0.001,0.001,0.15333333333333332,0.0,0.0,0.6666666666666666
2024-01-04 06:15:00,0.001,0.001,0.052,0.0,0.0,2.0
2024-01-04 06:30:00,0.001,0.001,1.8910666666666667,0.0,0.0,1.6666666666666667
2024-01-04 06:45:00,0.001,0.001,1.9163999999999999,0.0,0.0,0.0
2024-01-04 07:00:00,0.001,0.001,0.24806666666666669,0.0,0.0,1.0
2024-01-04 07:15:00,0.001,0.001,0.2803333333333333,0.0,0.0,0.0
2024-01-04 07:30:00,0.001,0.001,0.11566666666666667,0.0,0.0,0.0
2024-01-04 07:45:00,0.001,0.001,0.065,0.0,0.0,0.0
2024-01-04 08:00:00,0.001,0.001,0.055466666666666664,0.0,0.0,0.0
2024-01-04 08:15:00,0.001,0.001,0.21666666666666667,0.0,0.0,0.0
2024-01-04 08:30:00,0.001,0.001,0.16599999999999998,0.0,0.0,1.3333333333333333
2024-01-04 08:45:00,0.001,0.001,0.242,0.0,0.0,0.0
2024-01-04 09:00:00,0.001,0.001,0.06466666666666666,0.0,0.0,0.0
2024-01-04 09:15:00,0.001,0.001,0.052,0.0,0.0,0.0
2024-01-04 09:30:00,0.001,0.001,0.16599999999999998,0.0,0.0,2.3333333333333335
2024-01-04 09:45:00,0.001,0.001,0.21666666666666667,0.0,0.4,0.0
2024-01-04 10:00:00,0.001,0.001,0.09,0.0,2.0,0.0
2024-01-04 10:15:00,0.001,0.001,0.22793333333333335,0.0,0.5333333333333333,0.0
2024-01-04 10:30:00,0.001,0.001,0.065,0.0,0.0,0.0
2024-01-04 10:45:00,0.001,0.001,0.12833333333333333,0.0,0.0,0.0
2024-01-04 11:00:00,0.001,0.001,0.255,0.0,0.0,1.0
2024-01-04 11:15:00,0.001,0.001,0.08166666666666668,0.0,0.0,0.0
2024-01-04 11:30:00,0.001,0.001,0.128,0.0,0.0,0.0
